Dbase,Accession Number,Name,Taxon,Species,Sex,Maturity,Date Admitted,Date_Admit,AdmitYr,AdmitMo, Rescue Location,Suburb,Jurisdiction,Cause of Affliction, Categories,Anatomical,Aetiological,Updated Anatomical, Updated Aetiological,Status,Status Date,Status Date2,StatusYr,StatusMo,,,,
EzyVet,142311,Sunshine,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-11-10,10/11/2024,2024,Nov,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,beach stranding,infection/disease,metabolic/nutritional,emaciation/exhaustion,,,released,14/11/2024,14/11/2024,2024,Nov,,,,
EzyVet,142244,Barnie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-11-08,8/11/2024,2024,Nov,Toogoom,TOOGOOM,Fraser Coast Regional Council,beach stranding,infection/disease,git,neoplasia: other,,,euthanised,08/11/2024,8/11/2024,2024,Nov,,,,
EzyVet,142245,Nibbles,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown Sex,adult,2024-11-08,8/11/2024,2024,Nov,351A Esplanade,SCARNESS,Fraser Coast Regional Council,boat strike,trauma,musculoskeletal,fracture: spine,,,euthanised,08/11/2024,8/11/2024,2024,Nov,,,,
EzyVet,141414,Sandy,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,sub adult,2024-10-30,30/10/2024,2024,Oct,Margate,MARGATE,Moreton Bay Regional Council,beach stranding,trauma,metabolic/nutritional,trauma: other,,,euthanised,20/10/2024,20/10/2024,2024,Oct,,,,
EzyVet,140470,Heidi,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-09-27,27/9/2024,2024,Sep,Noosa Heads,NOOSA HEADS,Sunshine Coast Regional Council,beach stranding,other,metabolic/nutritional,emaciation/exhaustion,,,died in hospital,11/10/2024,11/10/2024,2024,Oct,,,,
EzyVet,140286,Keith,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-09-23,23/9/2024,2024,Sep,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding - overt signs of disease,infection/disease,metabolic/nutritional,emaciation/exhaustion,,,euthanised,24/09/2024,24/9/2024,2024,Sep,,,,
EzyVet,139708,Shortbread,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-09-04,4/9/2024,2024,Sep,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding,trauma,musculoskeletal,fracture: spine,,,euthanised,04/09/2024,4/9/2024,2024,Sep,,,,
EzyVet,139665,Nemo,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,sub adult,2024-09-02,2/9/2024,2024,Sep,Woorim,WOORIM,Moreton Bay Regional Council,beach stranding,trauma,musculoskeletal,fracture: spine - soft tissue injury,,,euthanised,02/09/2024,2/9/2024,2024,Sep,,,,
EzyVet,139614,Opius,Reptile - Snake - Marine,Elegant Sea Snake,Male,adult,2024-08-31,31/8/2024,2024,Aug,Noosa Heads,NOOSA HEADS,Sunshine Coast Regional Council,beach stranding,other,metabolic/nutritional,emaciation/exhaustion,,,released,05/09/2024,5/9/2024,2024,Sep,,,,
EzyVet,138991,Heath,Reptile - Snake - Marine,Elegant Sea Snake,Male,adult,2024-08-17,17/8/2024,2024,Aug,Coolum Beach,COOLUM BEACH,Sunshine Coast Regional Council,beach stranding - overt signs of disease,other,metabolic/nutritional,emaciation/exhaustion,,,died in hospital,17/08/2024,17/8/2024,2024,Aug,,,,
EzyVet,139160,Stumer,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,juvenile,2024-08-16,16/8/2024,2024,Aug,71 Stumers Creek Road,COOLUM BEACH,Sunshine Coast Regional Council,natural predation,trauma,musculoskeletal,amputation - soft tissue injury,,,euthanised,16/08/2024,16/8/2024,2024,Aug,,,,
EzyVet,139161,Kiki,Reptile - Snake - Marine,Elegant Sea Snake,Female,adult,2024-08-16,16/8/2024,2024,Aug,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding,trauma,musculoskeletal,soft tissue injury,,,released,05/09/2024,5/9/2024,2024,Sep,,,,
EzyVet,139151,Sunny,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,juvenile,2024-08-15,15/8/2024,2024,Aug,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,overt signs of disease - beach stranding,infection/disease,metabolic/nutritional,emaciation/exhaustion,,,released,17/08/2024,17/8/2024,2024,Aug,,,,
EzyVet,139152,Sunflower,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-08-15,15/8/2024,2024,Aug,Coolum Beach,COOLUM BEACH,Sunshine Coast Regional Council,beach stranding - overt signs of disease,infection/disease,metabolic/nutritional,emaciation/exhaustion,,,released,17/08/2024,17/8/2024,2024,Aug,,,,
EzyVet,138985,Marcus,Reptile - Snake - Marine,Elegant Sea Snake,Female,adult,2024-08-15,15/8/2024,2024,Aug,Marcus Beach,MARCUS BEACH,Sunshine Coast Regional Council,beach stranding - overt signs of disease,infection/disease,haematopoletic,neoplasia: other,,,euthanised,15/08/2024,15/8/2024,2024,Aug,,,,
EzyVet,138987,Bill,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Female,adult,2024-08-15,15/8/2024,2024,Aug,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,overt signs of disease - beach stranding,infection/disease - other,metabolic/nutritional - git,other - emaciation/exhaustion,,,released,30/08/2024,30/8/2024,2024,Aug,,,,
EzyVet,138986,Stu,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,juvenile,2024-08-15,15/8/2024,2024,Aug,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,beach stranding,other,metabolic/nutritional,emaciation/exhaustion,,,died in hospital,17/08/2024,17/8/2024,2024,Aug,,,,
EzyVet,139125,.,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-08-14,14/8/2024,2024,Aug,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,beach stranding - overt signs of disease,infection/disease,metabolic/nutritional - git,dental/periodontal disease/injury - anaemia: chronic disease - emaciation/exhaustion,,,euthanised,14/08/2024,14/8/2024,2024,Aug,,,,
EzyVet,139097,Monty,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-08-13,13/8/2024,2024,Aug,27 Seaview Terrace,SUNSHINE BEACH,Sunshine Coast Regional Council,beach stranding,trauma,trauma: multi-organ,multi-organ/system failure,,,doa,13/08/2024,13/8/2024,2024,Aug,,,,
EzyVet,138892,Miranda Kerr,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-08-06,6/8/2024,2024,Aug,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding,nad,nad,nad,,,released,17/08/2024,17/8/2024,2024,Aug,,,,
EzyVet,138639,Freya,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-07-31,31/7/2024,2024,Jul,7 Daybreak Court,CASTAWAYS BEACH,Sunshine Coast Regional Council,overt signs of disease - beach stranding,infection/disease - trauma,musculoskeletal - metabolic/nutritional,soft tissue injury - emaciation/exhaustion,,,euthanised,31/07/2024,31/7/2024,2024,Jul,,,,
EzyVet,138932,Oscar,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown Sex,adult,2024-07-13,13/7/2024,2024,Jul,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,other,trauma,musculoskeletal,trauma: other,,,died in hospital,13/07/2024,13/7/2024,2024,Jul,,,,
EzyVet,138916,Mattv,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-07-10,10/7/2024,2024,Jul,Marcus Beach,MARCUS BEACH,Sunshine Coast Regional Council,overt signs of disease - beach stranding,trauma,musculoskeletal - metabolic/nutritional,fracture: ribs - emaciation/exhaustion,,,euthanised,10/07/2024,10/7/2024,2024,Jul,,,,
EzyVet,138269,.,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-07-07,7/7/2024,2024,Jul,Point Cartwright Drive,BUDDINA,Sunshine Coast Regional Council,other,trauma,musculoskeletal,fracture: spine,,,euthanised,07/07/2024,7/7/2024,2024,Jul,,,,
EzyVet,138191,Sean,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,sub adult,2024-07-01,1/7/2024,2024,Jul,34 Pacific Boulevard,BUDDINA,Sunshine Coast Regional Council,beach stranding - overt signs of disease,infection/disease,metabolic/nutritional,other,,,euthanised,01/07/2024,1/7/2024,2024,Jul,,,,
EzyVet,138151,SirElegant,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-06-29,29/6/2024,2024,Jun,Yaroomba,YAROOMBA,Sunshine Coast Regional Council,beach stranding,infection/disease,endocrine,neoplasia: other,,,euthanised,29/06/2024,29/6/2024,2024,Jun,,,,
EzyVet,137709,Ryan,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-05-22,22/5/2024,2024,May,Yaroomba,YAROOMBA,Sunshine Coast Regional Council,beach stranding,trauma,cns/neurological - metabolic/nutritional - musculoskeletal,emaciation - fracture: skull - anaemia: other,,,euthanised,22/05/2024,22/5/2024,2024,May,,,,
EzyVet,137199,.,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-05-05,5/5/2024,2024,May,37 Oceanic Dr,WARANA,Sunshine Coast Regional Council,beach stranding,trauma,musculoskeletal,fracture: spine,,,euthanised,05/05/2024,5/5/2024,2024,May,,,,
EzyVet,137184,BA,Reptile - Snake - Marine,Yellow-Bellied Sea Snake,Unknown Sex,adult,2024-05-04,4/5/2024,2024,May,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding,trauma,cns/neurological - musculoskeletal,neurological: trauma - soft tissue injury,,,euthanised,04/05/2024,4/5/2024,2024,May,,,,
EzyVet,136354,Savannah,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown Sex,,2024-04-17,17/4/2024,2024,Apr,Cotton Tree,MAROOCHYDORE,Sunshine Coast Regional Council,beach stranding,other,skin/feathers/scales,trauma: other,,,released,03/05/2024,3/5/2024,2024,May,,,,
EzyVet,135433,.,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-03-20,20/3/2024,2024,Mar,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,beach stranding,infection/disease,git,dental/periodontal disease/injury - emaciation,,,euthanised,20/03/2024,20/3/2024,2024,Mar,,,,
EzyVet,135292,Beach,Reptile - Snake - Marine,Elegant Sea Snake,Unknown Sex,adult,2024-03-13,13/3/2024,2024,Mar,Marcus Beach,MARCUS BEACH,Sunshine Coast Regional Council,beach stranding,infection/disease,git - cns/neurological,neurological: other,,,euthanised,14/03/2024,14/3/2024,2024,Mar,,,,
new data,133439,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2024-01-29,29/1/2024,2024,Jan,Redcliffe Beach,REDCLIFFE,Moreton Bay Regional Council,Beach stranding (not floater),Infection/Disease,Endocrine,Endocrine: Neoplasia - other,,,Euthanised,2024-01-29,29/1/2024,2024,Jan,,,,
new data,132740,Wilsonia,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2024-01-12,12/1/2024,2024,Jan,David Low Way,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other,NAD,NAD: NAD,,,Unassisted Death,2024-01-17,17/1/2024,2024,Jan,,,,
new data,132318,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-31,31/12/2023,2023,Dec,Duffield Road,MARGATE BEACH,Moreton Bay Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2023-12-31,31/12/2023,2023,Dec,,,,
new data,132139,Arnie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-29,29/12/2023,2023,Dec,1st Cut In - Noosa North Shore,NOOSA HEADS,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Gastro-intestinal - other,,,Euthanised,2023-12-29,29/12/2023,2023,Dec,,,,
new data,131629,Sas,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-13,13/12/2023,2023,Dec,Coolum Beach Acess 69,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological / Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2023-12-13,13/12/2023,2023,Dec,,,,
new data,131630,Cas,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2023-12-13,13/12/2023,2023,Dec,Peregian Beach BA 66,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine / Musculoskeletal: Soft tissue injury,,,Euthanised,2023-12-13,13/12/2023,2023,Dec,,,,
new data,131557,Dicky,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-11,11/12/2023,2023,Dec,Dicky Beach,CURRIMUNDI,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-12-11,11/12/2023,2023,Dec,,,,
new data,131475,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-10,10/12/2023,2023,Dec,Marcus Beach,MARCUS BEACH,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2023-12-10,10/12/2023,2023,Dec,,,,
new data,131449,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-09,9/12/2023,2023,Dec,Alexandra Headland SLSC,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological / Haematopoietic,Haematopoietic: Anaemia - chronic disease / CNS/neurological: Neurological - other,,,Unassisted Death,2023-12-10,10/12/2023,2023,Dec,,,,
new data,131025,Ellie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-12-01,1/12/2023,2023,Dec,Beach Access 201,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2023-12-07,7/12/2023,2023,Dec,,,,
new data,130871,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-11-25,25/11/2023,2023,Nov,Beach access 237,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater)  / Overt signs of disease,Trauma,Ocular / Haematopoietic,Haematopoietic: Cardiac disorder / Ocular: Eye injury,,,Euthanised,2023-11-25,25/11/2023,2023,Nov,,,,
new data,130816,Josh,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-11-25,25/11/2023,2023,Nov,Kawana,KAWANA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological / Musculoskeletal,Musculoskeletal: Neurological - trauma / Musculoskeletal: Soft tissue injury / CNS/neurological: Trauma - other,,,Euthanised,2023-11-25,25/11/2023,2023,Nov,,,,
new data,130587,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-11-23,23/11/2023,2023,Nov,Kawana Beach access 222,KAWANA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-11-23,23/11/2023,2023,Nov,,,,
new data,130513,.,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-11-18,18/11/2023,2023,Nov,Buddina Beach,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological,CNS/neurological: Other,,,Unassisted Death,2023-11-18,18/11/2023,2023,Nov,,,,
new data,129727,Spike,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-11-03,3/11/2023,2023,Nov,Esplanade Jetty,HERVEY BAY,Fraser Coast Regional Council,Health Check,Trauma,Musculoskeletal / Metabolic/nutritional,Metabolic/nutritional: Floater / Metabolic/nutritional: Multi-organ/system failure / Musculoskeletal: Trauma - other,,,Euthanised,2023-11-03,3/11/2023,2023,Nov,,,,
new data,129399,Snea Snake,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-24,24/10/2023,2023,Oct,Woorim Beach A 8,WOORIM,Moreton Bay Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2023-10-24,24/10/2023,2023,Oct,,,,
new data,129258,El,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-21,21/10/2023,2023,Oct,Beach Access 129 ,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / Metabolic/nutritional: Floater,,,Euthanised,2023-10-23,23/10/2023,2023,Oct,,,,
new data,129214,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2023-10-20,20/10/2023,2023,Oct,"Maroochydore Surf Club, Esplanade",MAROOCHYDORE,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-10-20,20/10/2023,2023,Oct,,,,
new data,129143,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-18,18/10/2023,2023,Oct,B/A 105 ,MARCOOLA,Sunshine Coast Regional Council,Abnormal animal location  / Beach stranding (not floater),Trauma,Trauma - multi-organ,Trauma - multi-organ: Floater / Trauma - multi-organ: Trauma - other,,,Euthanised,2023-10-18,18/10/2023,2023,Oct,,,,
new data,128765,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-10,10/10/2023,2023,Oct,Not Provided,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-10-10,10/10/2023,2023,Oct,,,,
new data,128764,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-10,10/10/2023,2023,Oct,Not Provided,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-10-10,10/10/2023,2023,Oct,,,,
new data,128801,Heat,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2023-10-09,9/10/2023,2023,Oct,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2023-10-09,9/10/2023,2023,Oct,,,,
new data,128802,Murry,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2023-10-09,9/10/2023,2023,Oct,Stumers creek,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2023-10-09,9/10/2023,2023,Oct,,,,
new data,128647,Kate,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-06,6/10/2023,2023,Oct,B/A 249,WURTULLA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,GIT / Musculoskeletal / Ocular,Ocular: Eye - other / Musculoskeletal: Soft tissue injury / GIT: Trauma - other,,,Wildlife Released,2023-10-25,25/10/2023,2023,Oct,,,,
new data,128529,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-06,6/10/2023,2023,Oct,Beach Access 32,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,GIT,GIT: Soft tissue injury,,,Unassisted Death,2023-10-07,7/10/2023,2023,Oct,,,,
new data,128632,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-05,5/10/2023,2023,Oct,"Woorim Beach, Bribie island",WOORIM,Moreton Bay Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-10-05,5/10/2023,2023,Oct,,,,
new data,128629,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2023-10-05,5/10/2023,2023,Oct,Beach,DICKY BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Anaemia - chronic disease,,,Euthanised,2023-10-05,5/10/2023,2023,Oct,,,,
new data,128595,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-04,4/10/2023,2023,Oct,Beach Access 45,MARCUS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional / Haematopoietic,Haematopoietic: Anaemia - chronic disease / Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-10-04,4/10/2023,2023,Oct,,,,
new data,128515,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Unknown,Adult,2023-10-03,3/10/2023,2023,Oct,Not Provided,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional / Haematopoietic,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2023-10-04,4/10/2023,2023,Oct,,,,
new data,128574,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-10-03,3/10/2023,2023,Oct,Not Provided,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT / Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / GIT: Sarcoma/carcinoma,,,Euthanised,2023-10-04,4/10/2023,2023,Oct,,,,
new data,128445,Beach Babe,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2023-09-29,29/9/2023,2023,Sep,North Shore Ferry ,HAMILTON,Brisbane City Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2023-09-30,30/9/2023,2023,Sep,,,,
new data,128096,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-09-24,24/9/2023,2023,Sep,Happy Valley Beach,FRASER ISLAND,Fraser Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2023-09-24,24/9/2023,2023,Sep,,,,
new data,128210,Kurt,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2023-09-23,23/9/2023,2023,Sep,416 Kawana Beach,KAWANA WATERS,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2023-10-02,2/10/2023,2023,Oct,,,,
new data,128065,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-09-19,19/9/2023,2023,Sep,Not Provided,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2023-09-21,21/9/2023,2023,Sep,,,,
new data,128038,Heather,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-09-18,18/9/2023,2023,Sep,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Natural predation,Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Euthanised,2023-09-29,29/9/2023,2023,Sep,,,,
new data,128027,Harold,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-09-17,17/9/2023,2023,Sep,Access 242 Bokarina Beach,BOKARINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Skin/feathers/scales,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2023-09-19,19/9/2023,2023,Sep,,,,
new data,127847,Will,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-09-16,16/9/2023,2023,Sep,Access 66 Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,Trauma - multi-organ: Trauma - other,,,DOA,2023-09-16,16/9/2023,2023,Sep,,,,
new data,127971,Olive,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2023-09-15,15/9/2023,2023,Sep,Beach Access 96/97,MOUNT COOLUM,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2023-09-15,15/9/2023,2023,Sep,,,,
new data,127955,Icarus,Reptile - Snake - Marine,Small-Headed Sea Snake,Unknown,Adult,2023-09-14,14/9/2023,2023,Sep,Happy Valley Beach,FRASER ISLAND,Fraser Coast Regional Council,Overt signs of disease,Infection/Disease,GIT,GIT: Floater,,,Under Vet Care,2023-09-14,14/9/2023,2023,Sep,,,,
new data,127812,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2023-09-11,11/9/2023,2023,Sep,Marcus Beach,NOOSA,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2023-09-13,13/9/2023,2023,Sep,,,,
new data,127633,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2023-09-02,2/9/2023,2023,Sep,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Gastro-intestinal trauma,,,Euthanised,2023-09-02,2/9/2023,2023,Sep,,,,
new data,128286,Sunshine,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2023-08-25,25/8/2023,2023,Aug,,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Sent to Carer,2023-08-25,25/8/2023,2023,Aug,,,,
new data,127067,,Reptile - Snake - Marine,Small-Headed Sea Snake,Unknown,Adult,2023-08-06,6/8/2023,2023,Aug,Burrum Heads,BURRUM HEADS,Fraser Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal / Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion / Musculoskeletal: Soft tissue injury,,,Euthanised,2023-08-11,11/8/2023,2023,Aug,,,,
